sorszam,kod,rovid_nev,nev,iranyitoszam,varos,utca,telefon1,telefon2,telefon3,email,web,kulfoldi,ugyintezo,vevo_fokonyv,szallito_fokonyv,adoszam,vevo_tartozik,vevo_kovetel,szallito_tartozik,szallito_kovetel,maganjellegu,nev2,nev3,telefon4,vezeto,ugyintezo2,levelcim,level_irszam,level_varos,level_utca,level_szoveg,level_megjegyzes1,level_megjegyzes2,telefon1_tipus_sorszam,telefon2_tipus_sorszam,telefon3_tipus_sorszam,telefon4_tipus_sorszam,orszag,forma,telefon1_tipus,telefon2_tipus,telefon3_tipus,telefon4_tipus,telefon1_tipus_nev,telefon2_tipus_nev,telefon3_tipus_nev,telefon4_tipus_nev,vevo_fok,vevo_fok_nev,vevo_szamlatipus,szallito_fok,szallito_fok_nev,szall_szamlatipus,kulso_kod,jelleg_kod,jelleg_nev,jelleg,tipus_kod,tipus_nev,tipus,gln,vpid
5747,100655,Déli-Farm Kft,Déli-Farm Kft,6791,Szeged-Kiskundorozsma,Kettõshatári u. 6.,62/556-120,62/556-130,,,,0,,,,,,,,,0,,,,,,0,,,,,,,1,2,,,,,01,02,,,Hivatali telefon,Hivatali fax,,,,,,,,,,NRM,Normál,1,V,Viszonteladó,58,,
5748,100656,Dél-Magyarországi MÉ,Dél-Magyarországi MÉH Telepe,6000,Kecskemét,Kisk?rösi ut3.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5749,100657,DÉMÁSZ Rt,DÉMÁSZ Rt,6000,Kecskemét,Szultán u.36926,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5750,100658,Demeter Lajos,Demeter Lajos,5310,Kisújszállás,Sugár u. 47/a.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5751,100659,Demeterné Bártfay Em,Demeterné Bártfay Emese,3900,Szerencs,Csokonai u. 2,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5752,100660,Dénes István,Dénes István,0,Szeghalom,Toldiu.12/1,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5753,100661,Detti BB Bt.,Detti BB Bt.,6097,Kunadacs,Kossuth L.u.46,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5754,100662,Szalai Szilárdné,Szalai Szilárdné,6430,Bácsalmás,Dózsa Gy.u.22.,30/9381423 Kerényi B,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5755,100663,Devecseri Agrokémiai,Devecseri Agrokémiai Kft,8460,Devecser,Vasút u. 37.Pf 12,06-88/224-052,06-88/502-512,,,,0,Laky László,,,11333397219,,,,,0,,,,Kákonyi Tibor,Kántor Krisztina  70/930-1091,0,, Pénzügy: Kulcsárné (fõkönyvelõ): 88/224-052 (116),Nemes László 70/33-99-807,,,,1,2,,,,,01,02,,,Hivatali telefon,Hivatali fax,,,,,,,,,,NRM,Normál,1,V,Viszonteladó,58,,
5756,100664,Diego Áruház,Diego Áruház,6000,Kecskemét,Kurucz kft. 8,76/504-170,,,,,0,,,,12441734203,,,,,0,,,,,,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
5757,100665,Dinnyés Antal,Dinnyés Antal,6116,Fülöpjakab,Alkotmányu.15.,30/555-8343,,,,,0,,,,71101541123,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5758,100666,Dinnyés Imre,Dinnyés Imre,6100,Kiskunfélegyháza,VII.Ker.19.,30/218-8256,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5759,100667,Dinnyés József,Dinnyés József,6116,Fülöpjakab,Alkotmány u.11.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5760,100668,Dinnyés Miklósné,Dinnyés Miklósné,6116,Fülöpjakab,Alkotmány u.20.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5761,100669,Dirner Daru Kft.,Dirner Daru Kft.,6000,Kecskemét,Perc u.6.,,,,,,0,,,,12705874203,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,Ü,Üzem,59,,
5762,100670,Dirner Józsefné Fuva,Dirner Józsefné Fuvarszervezõ,6000,Kecskemét,Perc u.6.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5763,100671,Dobos István,Dobos István,6090,Kunszentmiklós,Apaji t 18/a,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5764,100672,Dobos János,Dobos János,6090,Kunszentmiklós,Apalyi t 16/b,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5765,100673,Dobos Sándor,Dobos Sándor,6115,Kunszállás,Kölcsey u. 10.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5766,100674,Dobozi Ferenc,Dobozi Ferenc,2220,Vecsés,Rózsa u. 20.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5767,100675,Dobrai László,Dobrai László,6090,Kunszentmiklós,Kossuth L.u.46,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5768,100676,Dóczi Lajos,Dóczi Lajos,6100,Kiskunfélegyháza,I.ker 94.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5769,100677,Dohárszki István,Dohárszki István,7020,Dunaföldvár,Küls?-Kertek Köze 33.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5770,100678,Dohárszkiné Véges Ju,Dohárszkiné Véges Judit,7020,Dunaföldvár,Mészáros u.2.7,csak kp,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5771,100679,Domján István,Domján István,6000,Kecskemét-Ballószög,376/A,30-3174433,,,,,0,,,,71259826223,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5772,100680,Domus Lánc Kft,Domus Lánc Kft,6000,Kecskemét,DeákTér6/a,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5773,100681,Dongó Ferenc,Dongó Ferenc,6033,Városföld,Dózsa György.u.42.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5774,100682,Dongó János,Dongó János,6115,Fülöpjakab,T.99,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5775,100683,Dora Miklós,Dora Miklós,6100,Kiskunfélegyháza,Nyíl u. 6.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5776,100684,Dórabant Imréné,Dórabant Imréné,6050,Lajosmizse,Béke u. 20,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5777,100685,Pál Istvánné,Pál Istvánné,6622,Nagymágocs,Szántó K. J 31.,,,,,,0,,,,62787354226,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5778,100686,Dórahos Imre,Dórahos Imre,2347,Bugyi,Arany J. u. 27/a,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5779,100687,Dórahos László,Dórahos László,6100,Kiskunfélegyháza,T.ker.185,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5780,100688,Dora-Q Kft,Dora-Q Kft,6078,Jakabszállás,II.ker.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5781,100689,Dorozsmai Vetõmag Sz,Dorozsmai Vetõmag Szövetkezet,6791,Szeged,Tóth J Dûlõ 1,30/9-255-295,,,,,0,,,,,,,,,0,,,,Bálint Gábor,,0,,,,,,,5,,,,,,05,,,,Rádiótelefon,,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5782,100690,Dósa Józsefné,Dósa Józsefné,2659,Érsekvadkert,Rákóczi u.57,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5783,100691,Dósai László,Dósai László,6100,Kiskunfélegyháza,XII. Ker. 97.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5784,100692,Döme Tibor,Döme Tibor,6090,Kunszentmiklós,Attila t 18.,06-30/967-17-64,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5785,100693,Dömsödi László,Dömsödi László,6033,Városföld,Dózsa György u36,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5786,100694,Dömsödi Realitás Szö,Dömsödi Realitás Szövetkezet,2344,Dömsöd,Thököly u. 8.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5787,100695,DPMG ZRt,DPMG Dél-Pest Megyei Mezõgazdasági Zrt.,2700,Cegléd,Bede 575.,53/505-932,53/505-921,53/505-952,mereg@dpmgrt.hu,,0,Bán Róbert 20/459-7564,,,10859290213,,,,,0,,,nem finanszirozzuk,Monor László 20/9217-181,0620/9451942 muhai,1,2701,Cegléd,Pf.: 18,,,,1,2,2,,,,01,02,02,,Hivatali telefon,Hivatali fax,Hivatali fax,,,,,,,,,NRM,Normál,1,V,Viszonteladó,58,,
5788,100696,OPTICAL KFT,OPTICAL KFT,6000,Kecskemét,Felsõcsalános utca 109/A,76/497-507,76/322-664,,,,0,,,,23885774203,,,,,0,,,,,Monori László,0,,,,,,,1,2,,,1,,01,02,,,Hivatali telefon,Hivatali fax,,,,,,,,,,NRM,Normál,1,V,Viszonteladó,58,,
5789,100697,Dr.Bodnár István,Bodnár István Dr.,1025,Budapest,Karácsonyi u.11,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5790,100698,Egedy László,Egedy László,2740,Abony,Ceglédi út 10.,20/939-0840,,,,,0,,,,50300336233,,,,,0,,,,,,0,,,,,,,5,,,,,,05,,,,Rádiótelefon,,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5791,100699,Dr.Erdély Tibor,Erdély Tibor Dr.,6087,Dunavecse,Dagly u. 4/a,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5792,100700,Dr.Farmosiné,Farmosiné Vizhányó Anita Dr.,6100,Kiskunfélegyháza,Izsáki út 1.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5793,100701,Dr.Hévízi István,Hévízi István Dr.,6100,Kiskunfélegyháza,Mártírok u.1.,30/252-1408,76/461-491,NEM FIZET ÁFÁT,,,0,,1091,,8253901313 ,,,,,0,,,,,,0,,,,,,,5,3,,,,,05,03,,,Rádiótelefon,Otthoni telefon,,,311,Belföldi követelések,3,,,,,INTÕ,Integrációs õstermelõ,3,T,Termelõ,57,,
5794,100702,Dr.Horváth György,Horváth György Dr.,6500,Baja,Galamb.u.3.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5795,100703,Kun-Szabó Ferenc,Kun-Szabó Ferenc,6114,Bugac,Árpád,70/453-6786,,,,,0,,,,75728083223,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5796,100704,Dr.Orbán Róbert,Orbán Róbert Dr.,2049,Diósd,Zöldfa u. 40.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5797,100705,Dr.Tajti Sándor,Tajti Sándor Dr.,6033,Városföld,Felszabadulás.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5798,100706,Dr.Vancsura István,Vancsura István Dr.,6066,Tiszaalpár,Mátyás Kir. u. 1,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5799,100707,Dr.Vancsura Istvánn,Vancsura Istvánné Dr.,6066,Tiszaalpár,Mátyás Kir.u.1.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5800,100708,Dr.Zsoldos Péter,Zsoldos Péter Dr.,6000,Kecskemét,Losoncy u. 2.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5801,100709,Dr.Zsoldos Zoltán,Zsoldos Zoltán Dr.,2750,Nagykõrös,Kecskeméti u. 42.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5802,100710,Dr.Babik István,Babik István Dr.,6000,Kecskemét,Szimferopol Tér 2.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5803,100711,Dr.Baltás Géza Attil,Dr. Baltás Géza Attila,6000,Kecskemét,Domby Lajos utca 33.,76/410-986,30/574-8317,,baltas@t-online.hu,,0,,1091,,75734655223,,,,,0,,,,,,1,6000,Kecskemét,Dombi L. u. 33. ,,,,,,,,,,,,,,,,,,311,Belföldi követelések,3,,,,,,,,T,Termelõ,57,,
5804,100712,Dömök Sándor,Dömök Sándor,6086,Szalkszentmárton,Zrínyi u.37.,0620/5739535,20/5739535,megszüntetve,,,0,,,,,,,,,0,,,vagy csak kp-re,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5805,100713,Dr.Cézár Tibor,Cézár Tibor Dr.,7030,Paks,Domb u. 77.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5806,100714,Dr.Cézárné Nagy Ildi,Cézárné Nagy Ildikó Dr.,6300,Kalocsa,Alkotmány u. 37.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5807,100715,Dr.Garádi Péter,Garádi Péter Dr.,2051,Biatorbágy,Zsigmond Király u.17,20/8-249-884,23/354-859,,,,0,,,,,,,,,0,,,,,,0,,,,,,,5,2,,,,,05,02,,,Rádiótelefon,Hivatali fax,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5808,100716,Dr.Garádi Péterné,Garádi Péterné Dr.,2051,Biatorbágy,Zsigmond Király u. 17.,20/8-249-884,23/354-859,,,,0,,,,,,,,,0,,,,,,0,,,,,,,1,2,,,,,01,02,,,Hivatali telefon,Hivatali fax,,,,,,,,,,,,,,,,,
5809,100717,Dr.Gyöngyösi Ilona,Gyöngyösi Ilona Dr.,6430,Bácsalmás,Kossuth u. 29.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5810,100718,Dr.Hatvani Edit,Hatvani Edit Dr.,2750,Nagykõrös,Kárász u.7/c,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5811,100719,Dr.Jancsó Árpád,Jancsó Árpád Dr.,7030,Paks,Bástya t 19.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5812,100720,Dr.Kovács Lászlóné,Dr. Kovács Lászlóné,6000,Kecskemét,Szimferopol Tér 2.   1.em. /6.,76/489-391,,,,,0,,,,78696732123,,,,,0,,,,,,0,,,,,,0219365,3,,,,,,03,,,,Otthoni telefon,,,,,,,,,,,INT,Integrációs,2,T,Termelõ,57,,
5813,100721,Radácsiné P.Ágnes,Radácsiné Pákozdi Ágnes,5451,Öcsöd,Kossuth u.6.,30/4729903,56/310-056,,,,0,,1091,,78056143136,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,311,Belföldi követelések,3,,,,,NRM,Normál,1,T,Termelõ,57,,
5814,100722,Dr.Kovács Mária,Kovács Mária Dr.,6000,Kecskemét,Szimferopol Tér 2,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5815,100723,Dr.Mészáros Imre,Mészáros Imre Dr.,6076,Ágasegyháza,Kossuth u.23,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5816,100724,Dr.Nagyistók Sándor,Nagyistók Sándor Dr.,6645,Felgyõ,Kossuth u. 29.,30/5179835,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5817,100725,Dr.Németh Ferenc,Németh Ferenc Dr.,6430,Bácsalmás,Türr István u.1.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5818,100726,Dr.Orova Tiborné,Orova Tiborné Dr.,7030,Paks,Puskás T.u.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5819,100727,Dr.Pintér Andrásné,Pintér Andrásné Könyvvizsgáló Dr.,6100,Kiskunfélegyháza,Ibolya u.15.,76/467-124,20/3363555,adóazonosító jel,,,0,,,,58418547123,,,,,0,,,,,,0,,,,,,,1,,,,,,01,,,,Hivatali telefon,,,,,,,,,,,NRM,Normál,1,,,,,
5820,100728,Berkes Antal,Berkes Antal,5475,Csépa,Hunyadi u.5.,06302969800,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5821,100729,Dr.Virágh Pálné,Virágh Pálné Közjegyzõ Dr.,6000,Kecskemét,Petõfi u.5.I/14.Pf:501,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5822,100730,Dr.Zsoldos Zoltán,Zsoldos Zoltán Dr.,2750,Nagykõrös,Kecskeméti út 44.,,,,,,0,,,,8317893278 ,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5823,100731,Dr.Zsoldos Zoltánné,Dr. Zsoldos Zoltánné ,2750,Nagykõrös,Kecskeméti u.44,30/9-686-236,Huszár Kálmán ü.i.,,,,0,,,,59154541133,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5824,100732,Krepsz Mihályné,Krepsz Mihályné,6086,Szalkszentmárton,Alkotmány u.31.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5825,100733,Drincsa és Tarsai Bt,Drincsa és Tarsai Bt,6000,Kecskemét,Urret 24,,,,,,0,,,,20534280203,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
13243,100734,Kossuth Termelõszöve,Kossuth Termelõszövetkezet,7713,Dunafalva,Kossuth L. u. 32.,69/332-006,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,1,,,,,,01,,,,Hivatali telefon,,,,,,,,,,,,,,,,,,
5827,100735,Drozdik Tibor Gábor,Drozdik Tibor Gábor,6100,Kiskunfélegyháza,Kossuth u.15/a IV/43.,,30/566-0297,,,,0,,,,75855204123,,,,,0,,,,Drozdik Tibor,,0,,,,,,,,5,,,,,,05,,,,Rádiótelefon,,,,,,,,,,INTÕ,Integrációs õstermelõ,3,T,Termelõ,57,,
5828,100736,Drozdik Zoltán,Drozdik Zoltán,6032,Nyárlõrinc,Petõfi u. 38,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5829,100737,Dudás György,Dudás György,6060,Tiszakécske,Bajza u.1.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5830,100738,Dudás Szilveszter,Dudás Szilveszter,6135,Csólyospálos,Kossuth u,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5831,100739,Dudásné Dr. Bárdos K,Dudásné Dr. Bárdos Klára,6237,Kecel,Ady E.u.13,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5832,100740,Dun Bradstreet Hunga,Dun Bradstreet Hungaria Kft,1191,Budapest,Ady Endre ut 32-40,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5833,100741,Duna Interservice Au,Duna Interservice Autjavító Kft,1037,Budapest,Zay u.24.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5834,100742,Dunaferr Center Duve,Dunaferr Center Duver Kft,6000,Kecskemét,Garay u.36894,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5835,100743,DUNAFERR Lemezalakí ,DUNAFERR Lemezalakító Kft,2400,Dunaújváros,Papírgyári ut12.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5837,100745,Dunai Istvánné,Dunai Istvánné,6078,Jakabszállás,III.Ker. 84,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5838,100746,Dunai Spárga Kft,Dunai Spárga Kft,7054,Tengelic,Kossuth u.1,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5839,100747,Dunakomlódi Agrár Rt,Dunakomlódi Agrár Rt,7027,Paks,Béke u.6.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5840,100748,Dunaszentgyörgyi Mg ,Dunaszentgyörgyi Mg Szövetkezet,7135,Dunaszentgyörgy,Rákóczi u. 124.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5841,100749,Dunavecse és vidéke ,Dunavecse és vidéke szövetkezet,6087,Dunavecse,Fõ u.67.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5842,100750,Dr.Surányi Lajos,Surányi Lajos Dr.,5475,Csépa,Béke u.86.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5843,100751,Duró Károlyné,Duró Károlyné,6114,Bugac,Felsõmonostor 363.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5844,100752,Dusnoki István,Dusnoki István,6422,Tompa,Kossuth u 33/a,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5845,100753,Dutker Zrt.,Dutker Zrt.,6000,Kecskemét,IstvánKirálykrt.24,,,,,,0,,,,14978148203,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5846,100754,Dutrade Center Duver,Dutrade Center Duver Kft,6000,Kecskemét,Garay u.1-3,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5847,100755,Duzmoth János,Duzmoth János,6090,Kunszentmiklós,Munkácsi u.23,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5848,100756,Dvidné Generl Márta,Dávidné Generl Márta,2252,Tóalmás,Kossuth L.u.68,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5849,100757,E.Kovács Sándorné,E.Kovács Sándorné,6080,Szabadszállás,Hold u.21,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5850,100758,Eck Árpád,Eck Árpád,2800,Tatabánya,Réti u.1.  3/2,30/396-29-84,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5851,100759,Eck Ferenc,Eck Ferenc ,2800,Tatabánya,Bánhidai Laktelep  308.,30/396-29-84,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5852,100760,Ecoplán Kft,Ecoplán Kft,3200,Gyöngyös,Bornemissza u 8,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5853,100761,Egri Károly,Egri Károly Zsigmond,6114,Bugac,Felsõmonostor,30/544-34-13,,,,,0,,,,79585965123,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5854,100762,Egyed László,Egyed László,6060,Tiszakécske,Toldi t 6.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5855,100763,Egyedi Árpád,Egyedi Árpád,7030,Paks,Tavasz u. 20.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5856,100764,Egyedi Lászlóné Kisk,Egyedi Lászlóné Kiskereskedö,2750,Nagykõrös,Zrínyi u. 10.,30/491-59-55,53/350-549,,,,0,,,,49984892233,,,,,0,,,,,,0,,,,,"Nyitvatartás:8-12-ig,14,30-17,30-ig",,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,V,Viszonteladó,58,,
5857,100765,Elefánt Porcelán Ker,Elefánt Porcelán Ker. Kft,6000,Kecskemét,Csiksomlyói u.2.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5858,100766,Elek Zoltánné,Elek Zoltánné,6085,Fülöpszállás,Teleki u.1.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5859,100767,Elektro Center Kft,Elektro Center Kft,6000,Kecskemét,Matkói u.16.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
